Name,Address,Coordinates,Type,District
Общеобразовательная школа № 177,"Жетысуский район, микрорайон Кокжиек, 63","76.922254,43.357540",школа,Алатауский
Школа № 213,"ул. Курсары, 37","76.796307,43.236069",школа,Алатауский
Miras Academy,"Алатауский район, микрорайон Акбулак, ул. Касыма Шарипова, 47","76.832086,43.253157",школа,Алатауский
Гимназия № 21,"ул. Сергея Маркова, 28Б","76.930985,43.231328",школа,Алатауский
Гимназия № 39,"ул. Салима Саттарова, 84","76.841949,43.347968",школа,Алатауский
Гимназия № 147,"просп. Абылай хана, 20","76.940149,43.269550",школа,Алатауский
Школа № 49,"ул. Николая Кассина, 51","76.935024,43.317859",школа,Алатауский
КГУ Гимназия № 15,"ул. Гоголя, 133","76.930827,43.260138",школа,Алатауский
Общеобразовательная школа № 137 имени Жумабаева,"микрорайон Айнабулак-2, 65А","76.910847,43.317613",школа,Алатауский
Общеобразовательная школа № 76,"ул. Чехова, 15","76.943775,43.336245",школа,Алатауский
Общеобразовательная школа № 74 имени С. Сейфуллина,"ул. Котельникова, 4","76.945033,43.310520",школа,Алатауский
Школа № 23,"посёлок Боралдай, Аэродромная ул., 4","76.882045,43.340731",школа,Алатауский
КГУ Шг № 101,"ул. Ильяса Жансугурова, 352","76.930496,43.321593",школа,Алатауский
Школа-гимназия № 110,"микрорайон Айнабулак-3, 166А","76.917973,43.325023",школа,Алатауский
Общеобразовательная школа № 218,"Алматы, Алатауский район","76.900693,43.334341",школа,Алатауский
РДК п Чегдомын,"Алатауский район, микрорайон Карасу, Центральная ул., 39","76.918013,43.345626",школа,Алатауский
Zeyin,"Алатауский район, микрорайон Зердели, 1/173","76.821574,43.281910",школа,Алатауский
Международная школа-лицей Достар,"ул. Амангельды, 1","76.929396,43.262281",школа,Алатауский
Кайнар,"Алатауский район, микрорайон Карасу, Шоссейная ул., 11","76.917537,43.339804",школа,Алатауский
Qazaq school,"ул. Шажимбай, 1","76.818935,43.247502",школа,Алатауский
Школа № 129,"микрорайон Айнабулак-3, 165","76.918854,43.326839",школа,Алатауский
Лингвистическая школа-лицей,"ул. Халела Досмухамедова, 15","76.922524,43.259090",школа,Алатауский
Общеобразовательная школа № 106,"Артиллерийская ул., 30","76.934792,43.300480",школа,Алатауский
Общеобразовательная школа № 50,"Бурундайская ул., 44","76.933369,43.343302",школа,Алатауский
Специализированная школа - интернат для одаренных в спорте детей,"ул. Халела Досмухамедова, 61","76.923619,43.252195",школа,Алатауский
Лицей № 39 им. С. А. Ходжикова,"ул. Толе би, 76","76.938992,43.253889",школа,Алатауский
Общеобразовательная школа № 43,"ул. Шилова, 5","76.942051,43.291656",школа,Алатауский
Частная школа Самай,"ул. Сыгай, 111","76.794736,43.217968",школа,Алатауский
КГУ Общеобразовательная школа № 57,"Ботаническая ул., 2","76.941205,43.284390",школа,Алатауский
Гимназия № 118,"микрорайон Айнабулак-2, 65","76.912492,43.319285",школа,Алатауский
Гимназия № 62 им. Ш. Смаханулы,"ул. Айтжана Туркебаева, 4","76.878646,43.256154",школа,Алатауский
Школа-гимназия № 148,"микрорайон Кулагер, 52","76.922493,43.308178",школа,Алатауский
Baiterek school of science and technology,"ул. Ораза Жандосова, 94","76.885320,43.221901",школа,Алатауский
Гимназия № 25 им. и. Есенберлина,"ул. Кабанбай батыра, 128","76.938014,43.248794",школа,Алатауский
Школа № 80,"ул. Жайсан, 22","76.935495,43.356777",школа,Алатауский
Школа-гимназия № 23,"ул. Каныша Сатпаева, 3А","76.939328,43.238481",школа,Алатауский
